positive,TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,TeliaSonera TLSN dit que l'offre est conforme à sa stratégie visant à accroître sa participation dans les exploitations commerciales de base et renforcerait l'offre de Eesti Telekom à ses clients.
positive,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .","Stora Enso, Norske Skog, M-REAL, Crédit UPM-Kymmene Suisse First Boston (CFSB) ont soulevé la juste valeur des actions dans quatre des plus grands groupes forestiers nordiques."
positive,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .","Un contrat d'achat pour 7.200 tonnes d'essence avec la livraison au terminal Hamina, en Finlande, a été signé avec Neste Oil Oyj à l'indice Platts moyenne pour ce Septembre, plus de huit dollars par mois."
positive,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .","rapports finlandais Talentum son bénéfice d'exploitation a augmenté à EUR 20,5 mn en 2005 à partir de EUR 9.3 mn en 2004, et les ventes nettes ont totalisé EUR 103,3 mn, à partir de EUR 96,4 mn."
positive,"Clothing retail chain Sepp+Æl+Æ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .","chaîne de magasins de vêtements Les ventes de Sepp + AEL + Æ ont augmenté de 8% à EUR 155,2 mn, et le bénéfice d'exploitation a augmenté à EUR 31,1 mn de EUR 17,1 mn en 2004."
positive,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .","Les ventes nettes consolidées ont augmenté de 16% pour atteindre EUR74 m 0,8, tandis que le bénéfice d'exploitation est élevé à 0,9 m par rapport EUR0 à une perte de 0,7 m EUR0 dans la période de l'exercice précédent."
positive,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .","division Fonderies présente ses ventes ont augmenté de 9,7% à EUR 63,1 mn de EUR 57,5 ​​mn pour la période correspondante en 2006, et les ventes de la division Machine Shop a augmenté de 16,4% à EUR 41,2 mn de EUR 35,4 mn pour la période correspondante en 2006."
positive,"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .","HELSINKI (AFX) - Actions fermé supérieur, dirigé par Nokia après avoir annoncé son intention de faire équipe avec Sanyo pour la fabrication de combinés 3G et par Nokian après ses résultats du quatrième trimestre font état des attentes des analystes de battement, ont indiqué des courtiers."
positive,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .","Incap Contract Manufacturing Services Pvt Ltd, une filiale de Corporation Incap de la Finlande, prévoit de doubler son chiffre d'affaires en 2007-2008."
positive,"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .","Son conseil d'administration proposera un dividende de 0 € .12 par action pour 2010, en hausse de la EUR0 par action .08 versé en 2009."
positive,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .","Lifetree a été fondée en 2000, et ses revenus ont augmenté en moyenne de 40% avec des marges en fin des années 30."
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .","(Filippova) Un accord tripartite sur l'investissement dans la construction d'un parc technologique à Saint-Pétersbourg devait être signé au cours du forum, Journées de l'économie russe, qui a ouvert aujourd'hui à Helsinki."
positive,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .","base d'abonnés de MegaFon a augmenté de 16,1% en 2009 à 50,5 millions d'utilisateurs au 31 Décembre, alors que sa part de marché par le nombre de clients est élevé à 24% à compter de fin 2009, en hausse de 23% à compter de la fin de 2008, selon les estimations TeliaSonera ."
positive,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .","Le bénéfice net de l'assurance-vie a doublé à EUR 6,8 mn de EUR 3,2 mn, et le bénéfice net de l'assurance non-vie est passé à EUR 5,2 mn de EUR 1,5 mn pour la période correspondante en 2009."
positive,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),"Les ventes nettes ont augmenté à 0,3 m de EUR193 EUR179 0,9 m et un bénéfice avant impôts a augmenté de 34,2% à EUR43 0,1 m. (1 EUR = USD1 0,4)"
positive,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","Les ventes nettes ont bondi de 18,5% à EUR167 m .8. Teleste dit que EUR20 0,4 m, soit 12,2%, des ventes provenaient des acquisitions réalisées en 2009."
positive,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,"Le bénéfice d'exploitation du Groupe Nordea a augmenté en 2010 de 18 pour cent en glissement année à 3,64 milliards d'euros et chiffre d'affaires total de 3 pour cent à 9,33 milliards d'euros."
positive,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","Le bénéfice d'exploitation pour la période de neuf mois a augmenté de 0,6 EUR13 m, tandis que les ventes nettes ont augmenté de EUR394 0,7 m, par rapport à la période correspondante en 2005."
positive,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .","Le bénéfice d'exploitation pour la période de neuf mois est passée de 0,1 m EUR3 et les ventes nettes ont augmenté de EUR61 0,5 m, par rapport à la période correspondante en 2007."
positive,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .","Le bénéfice d'exploitation pour la période de trois mois est passé de EUR1 0,2 m, tandis que les recettes ont augmenté de 0,2 EUR20 m, par rapport à la période correspondante en 2005."
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .","L'unité brésilienne de fournisseur de solutions de sécurité finlandaise F-Secure a signé 1500 nouveaux clients l'an dernier, source de nouvelles en ligne revendeur Web a cité le directeur commercial de la division », Vladimir Marque + _o, comme disant."
positive,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .","La société « est le bénéfice net a augmenté de 11,4% par rapport à l'année à 82,2 millions d'euros en 2005 sur les ventes de 686,5 millions d'euros, 13,8% sur l'année, la société a déclaré plus tôt."
positive,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .","Le marché de la bière lituanienne composée 14,41 millions de litres en Janvier, soit une hausse de 0,8 pour cent par rapport au chiffre de l'année précédente, l'Association des Brewers lituaniens rapports citant les résultats de ses membres."
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .","les recettes de la cargaison de Viking Line a augmenté de 5,4% à EUR 21,46 mn, et le volume de fret a progressé de 2,4% à 70,116 unités de fret."
positive,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .","La juste valeur du portefeuille immobilier a doublé à la suite de l'acquisition Kapiteeli et a atteint 2,686.2 1,259.7 millions d'euros."
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,"10 Février 2011 - société de médias finlandais Sanoma HEL: SAA1V a déclaré hier que son bénéfice net 2010 a presque triplé pour EUR297 0,3 m de EUR107 0,1 m pour 2009 et a annoncé une proposition de paiement élevé."
positive,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .","A Helsinki: ELIiV rapporté EPS de EUR1 aujourd'hui .13 pour 2009, une augmentation par rapport EPS de EUR1 .12 en 2008."
positive,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .","ASPO Plc BOURSE DE PRESSE 11 Février, 2011 AT8 .45 ESL Shipping Ltd a.m., une partie du groupe ASPO, a signé un nouveau contrat à long terme avec Rautaruukki Corporation pour le transport maritime des matières premières sur la mer Baltique."
positive,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .","Les revenus de commissions ont augmenté de 22% à EUR 4,4 mn, et le volume de prêt a augmenté de 13,5%."
positive,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .","En Janvier, le trafic, mesuré en passagers des revenus kilomètres RPK, a augmenté de 3,2% et la capacité, mesurée en sièges-kilomètres disponibles ASK, a augmenté de 12,2%."
positive,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .","En Janvier-Septembre 2010, le bénéfice net a augmenté de Fiskars 14% en glissement annuel à 65,4 millions d'euros et les ventes nettes à EUR 525.300.000 de EUR 487.700.000."
positive,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .","Le bénéfice net de l'assurance-vie est passé à EUR 16,5 mn de EUR 14,0 mn, et le bénéfice net de l'assurance non-vie à EUR 22,6 mn de EUR 15,2 mn en 2009."
positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",Nyrstar a également accepté de fournir à Talvivaara jusqu'à 150.000 tonnes d'acide sulfurique par an pour une utilisation dans le processus de lixiviation de Talvivaara pendant la période d'approvisionnement du zinc en concentré.
positive,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .","Les ventes pour le Ministère Division magasin et Hobby salle a augmenté de 7%, tandis que les ventes pour la filiale magasin de vêtements Seppala a diminué de 4%."
positive,Sales have risen in other export markets .,Les ventes ont augmenté dans d'autres marchés d'exportation.
positive,Sales increased due to growing market rates and increased operations .,Les ventes ont augmenté en raison des taux de croissance du marché et l'augmentation des opérations.
positive,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,L'accord renforce notre partenariat à long terme avec Nokia Siemens Networks.
positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","L'accord a été signé avec Biohit Healthcare Ltd, la filiale britannique de Biohit Oyj, une société finlandaise qui développe, fabrique et commercialise des produits de manutention de liquides et de systèmes de tests diagnostiques."
positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,"La société estime également les investissements déjà effectués pour conduire à une augmentation de son chiffre d'affaires net pour 2010 à partir de 2009 quand ils ont atteint 141,7 millions d'euros."
positive,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","La société « de livre se situait à 1,5 euro 2,2 milliards $ milliards le 30 Septembre de commande 2007, par 24,2 pct sur l'année, avec les commandes internationales d'un montant de 365 millions d'euros 534,3 $ millions."
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","La société a déclaré que la demande de papier a augmenté dans tous ses principaux marchés, y compris des documents de publication, et il a augmenté les prix du papier moyen de 4 pour cent par rapport à l'année dernière."
positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","Le monde est le deuxième plus grand fabricant d'acier inoxydable a dégagé un bénéfice net dans la période de trois mois jusqu'au 31 décembre a fait un bond à euro603 millions 781 millions $ US, ou euro3 US 4,31 $ 0,33 par action, de euro172 millions, ou 0,94 par euro0 partager, l'année précédente."
positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .","Dans le cadre du partenariat, Nokia Siemens Networks a signé un cadre initial contrat d'achat avec la filiale Sitronics, JSC Mikron, qui est le plus grand fabricant et exportateur de composants microélectroniques en Russie."
positive,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .","chiffre d'affaires de Seppala a augmenté de 0,2% à 0,1 EUR10 m. En Finlande, les revenus ont baissé de 2,4% à 0,8 EUR6 m, tandis que les ventes à l'étranger ont augmenté de 6,2% à 0,3 EUR3 m. Les ventes ont augmenté dans tous les pays baltes, ainsi qu'en Russie et en Ukraine."
positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .","Les actions de Standard Chartered (STAN) ont augmenté de 1,2% dans le FTSE 100, tandis que Royal Bank of Scotland (RBS) actions a augmenté de 2% et actions Barclays (BARC) (BCS) ont augmenté de 1,7%."
positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Les actions de Nokia Corp. a augmenté jeudi après que le fabricant de téléphone cellulaire a déclaré que ses résultats du troisième trimestre a presque doublé et sa part du marché mondial des téléphones mobiles ont augmenté.
positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","Dans son rapport financier, publié le vendredi, SEB a déclaré que son bénéfice net a grimpé à 0,745 milliards SEK6 en 2010 d'un an plus tôt SEK1 0,114 milliards et a proposé une augmentation du dividende de 50% à SEK1 .50 par action."
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"Les ventes de la division ont augmenté de Department Store 15% et les ventes pour la filiale de magasin de vêtements Seppala a augmenté de 8% des ventes Pendant ce temps, Hobby salle a diminué de 12%."
neutral,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","A la demande de la société de médias finlandais Alma Media « journaux s, directeur de recherche Jari Kaivo-Oja au Centre de recherche Futures Finlande à l'École d'économie de Turku a élaboré un scénario futur pour la Finlande » économie nationale de l'aide d'un modèle mis au point par le Université de Denver."
neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .","En Suède, Gallerix SEK accumulée sur les ventes libellées en baisse de 1% et libellées en euros le chiffre d'affaires en hausse de 11%."
neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,La société aide ses clients dans le développement de nouvelles technologies et offre un accès rapide du développement des produits aux applications et à la production de volume.
neutral,"When this investment is in place , Atria plans to expand into the Moscow market .","Lorsque cet investissement est en place, Atria prévoit de se développer dans le marché de Moscou."
neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .","`` Le nouvel accord est une continuation à theagreement signé plus tôt cette année avec le Groupe Lemminkainen, dans lequel Cramo a acquis la flotte de machines de construction ofLemminkainen Talo Oy Ita - ja Pohjois Suomo, et signé un accord unmême, »dit Tatu Hauhio, directeur général ofCramo Finlande."
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","Au début, le contrat prévoyait la construction de trois transbordeurs avec une option pour deux autres unités, plus confirmé à une valeur totale de 500 millions d'euros (645,8 millions $)."
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","En Juin, il a vendu une participation de 30 pour cent à Nordstjernan, et le groupe d'investissement a pris l'option d'acquérir les actions restantes de EQT."
positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","KESKO CORPORATION BOURSE DE PRESSE 28.02.2008 À 09h30 1 (1) Kesko Corporation et ASPO plc ont signé aujourd'hui un accord par lequel ASPO acquiert le capital social de Kauko-Telko Ltd, une filiale en propriété exclusive par Kesko."
positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,"Sponda Stock Exchange Plc Release 5 Décembre 2006 à 15,45 EUR 1,5 MILLIARDS de crédit syndiquée POUR SPONDA sponda a signé un accord pour un an d'un crédit syndiqué pour un total de 1,5 milliard d'euros."
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,"ANNONCE STOCK 20 Juillet EXCHANGE 2006 1 (1) BASWARE ABONNEMENTS D'ACTIONS AVEC BONS DE SOUSCRIPTION ET AUGMENTATION DU CAPITAL Au total, 119 850 parts ont été souscrites avec BasWare Programme des bons de souscription."
positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .","Les couvertures de contrat HDO plate-forme, FTTB optique AC800 et CXE880 nœuds conçu pour augmenter la capacité de trajet aller et retour des réseaux de transmission."
neutral,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,La nouvelle usine est prévue pour une capacité de production d'électricité jusqu'à 350 mégawatts (MW) et la même capacité de production de chaleur.
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","L'indice OMX Helsinki 25 était de 0,92 pct à 2,518.67 et l'indice du portefeuille CAP Helsinki était plus élevé à 0,91 pct 4,711.19."
neutral,"- So , the sales growth of cars considerably influence on the tires market '' .","- Ainsi, la croissance des ventes de voitures influencent considérablement sur le marché des pneus « »."
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .","Un maximum de 666,104 actions nouvelles peuvent encore être souscrites par l'exercice des options B dans le cadre du régime d'options d'achat d'actions 2004."
neutral,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .","En raison de l'émission d'actions, le nombre d'actions de la société augmente de 391,630 actions et le capital social d'un montant total de EUR 15,665.20."
neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .","investisseur immobilier finlandais Sponda Plc a déclaré mercredi 12 Mars qu'il a signé des accords avec Danske Bank A-S, Direction Helsinki pour une facilité de crédit de 150 millions d'euros à 7 ans et Ilmarinen Mutual Pension Insurance Company pour une facilité de crédit de 50 MEUR 7 ans."
neutral,"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .","Sur la route entre Helsinki en Finlande et Tallinn en Estonie, les volumes de fret ont augmenté de 36%, tandis que les volumes de fret entre la Finlande et la Suède ont chuté de 9%."
neutral,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","D'autres mesures comprennent l'augmentation des synergies et des économies d'échelle au sein du Groupe Grimaldi ajustements et de personnel, de désinvestissements et de l'excès de tonnage réexpédition."
positive,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .","Rinkuskiai a soulevé les ventes de 18,1 pour cent, à 1,37 millions de litres, alors que les ventes de Kauno alus ont augmenté de 14,3 pour cent, à 960.000 litres."
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,Telecomworldwire-7 Avril 2006- TJ Group Plc vend sa participation dans Oy design Matin numérique société IT Group finlandaise TJ Plc a déclaré Vendredi 7 Avril qu'il avait signé un accord sur la vente de ses actions de Oy design Matin numérique à Edita Oyj.
positive,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,Telecomworldwire-7 Avril 2006- TJ Group Plc vend sa participation dans Oy design Matin numérique société IT Group finlandaise TJ Plc a déclaré Vendredi 7 Avril qu'il avait signé un accord sur la vente de ses actions de Oy design Matin numérique à Edita Oyj.
neutral,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .","Les 718,430 nouvelles actions de série A seront soumis à la négociation sur la liste principale de Bourse d'Helsinki, ainsi que les anciens actions de série A, le 3 Juillet 2006."
neutral,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,Les contrats d'achat de carburant ont été signés avec la livraison de trois mois à compter de ce Septembre à Novembre.
neutral,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,"Tiimari exploite 194 magasins dans six pays - dont le noyau marché finlandais - et a généré en 2005 un chiffre d'affaires de 76,5 millions d'euros."
positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,Aux termes de cet accord Biohit devient un fournisseur de mise au point des pipettes et des conseils de pipettes jetables aux clients de VWR dans toute l'Europe.
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .","La combinaison de tous les services qui nous permettent d'offrir une chaîne de services complexes et renforcé non seulement limité aux connexions de port de la Baltique, mais aussi pour obtenir l'accès au réseau mondial Grimaldi dans la Méditerranée, l'Afrique et l'Amérique du Nord `` dit Uwe Bakosch."
neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,Aucun points aveugles venant de 1 point vue permet aux chercheurs de voir toute l'histoire en haute résolution sans vidéo ininterrompue.
positive,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","La société prévoit encore son chiffre d'affaires en 2010 une légère augmentation par rapport au niveau de 2009, ajoutant que `` la prévisibilité du marché est encore trop faible pour les prévisions fiables sur l'évolution du marché de l'entreprise de fabrication de contrat au cours de l'année en cours « »."
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,L'acquisition augmentera considérablement les ventes de Kemira et la position sur le marché sur le marché des revêtements de l'industrie métallurgique russe.
positive,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .","En Janvier-Septembre 2007, les ventes nettes de Finnlines est passé à EUR 505,4 mn de EUR 473,5 mn pour la période correspondante en 2006."
positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Ajusté pour tenir compte des changements dans la structure du groupe, les ventes nettes ont augmenté de 1,7% de la Division."
